date,title,description,stock_group
2023-01-30,Chấp thuận cho Việt Nam cử 20 đội tham gia VEX Robotics,HÀ NỘI (Sputnik) - Việt Nam được cử 20 đội chơi tham gia tranh tài tại Giải vô địch thế giới VEX Robotics World Championship 2023 diễn ra vào tháng 5/2023 tại Hoa Kỳ.,VIC
2023-01-15,Aeon Mall Bình Tân hoàn tất cải tạo trước thềm năm mới,"Ngoài mở 24 gian hàng mới, Aeon Mall Bình Tân hoàn tất cải tạo, trùng tu, chuyển sang vị trí mới 49 cửa hàng ngay trước thềm xuân Quý Mão.",VIC
2023-01-31,Mặt số đồng hồ có bản đồ Việt Nam lập kỷ lục,"Lần đầu tiên mặt số đồng hồ tráng men Cloisonné tạo hình bản đồ Việt Nam, đường kính 19 mm, độ dày 1,1 mm được Vietkings xác lập kỷ lục.",VIC
2023-01-31,Đồng hồ lập kỷ lục có chi tiết bản đồ Việt Nam nhỏ nhất,"Lần đầu tiên mặt số đồng hồ tráng men Cloisonné tạo hình bản đồ Việt Nam, đường kính 19 mm, độ dày 1,1 mm được Vietkings xác lập kỷ lục.",VIC
2023-01-31,How Zimbabwe's Pangolins Are Being Given a Second Chance...,"[263Chat] Zimbabwe's wildlife landscape is endowed with 350 species of mammals, more than 500 birds and 131 fish species all of which adorn its environment, yet due to the increasing levels of poaching, wildlife's existence is under threat more than ever.",VIC
2023-02-10,'Du lịch Việt Nam có đủ yếu tố để vượt qua Thái Lan',"Ngành du lịch Việt Nam trong hơn một thập kỷ qua đã ghi nhận bước phát triển nhảy vọt, theo ông Kenneth Atkinson, Phó Chủ tịch Hội đồng tư vấn du lịch Việt Nam.",VIC
2023-02-10,Remembering Burt Bacharach,"Burt Bacharach, who is among the musical giants of our era, passed away at the age 94 on Wednesday.

Bacharach scored more than 50 chart hits in the U.S. and across the world, with artists such as Frank Sinatra, The Beatles, Dionne Warwick, Tom Jon...",VIC
2023-02-10,Hàn Quốc lần đầu tiên thừa nhận tội ác của binh lính Hàn đã gây ra tại Việt Nam,"Tuần này, chúng tôi rất hài lòng với những thông tin đa dạng và thú vị về Việt Nam trên các phương tiện truyền thông Nga và nước ngoài.",VIC
2023-02-07,Vietnam Airlines nối thêm đường bay đến Trung Quốc,"Trong hai tháng tới, 9/10 chặng bay đến Trung Quốc - thị trường đông khách Top 3 của Vietnam Airlines - sẽ được khôi phục sau gần 3 năm Covid.",VIC
2023-02-07,TOP 11 chiến lược marketing ngành FMCG năm 2023 - CleverAds,Chiến lược marketing ngành FMCG là gì? Nó đem lại những lợi ích gì cho doanh nghiệp? Những chiến lược marketing FMCG hiệu quả nhất trong năm 2023 là gì?,VIC
2023-01-23,Thẻ tín dụng VIB Travel Elite nhiều ưu đãi dịp Tết,"Thẻ VIB Travel Elite giúp tích lũy dặm thưởng, đặc quyền phòng chờ thương gia với ưu đãi đến 40%, hoàn 999.000 đồng cho giao dịch sớm nhất mỗi ngày.",VIC
2023-01-23,Lương nhân sự trung cao cấp khả năng tăng 5-25% năm nay,Khảo sát của một số hãng tuyển dụng cho biết lao động trung và cao cấp có thể nhận cơ hội tăng lương từ 5% đến 25% năm nay.,VIC
2023-01-27,Tân Uỷ ban Việt Nam ở Quốc hội Mỹ cam kết thúc đẩy nhân quyền,"Bốn lãnh đạo mới của Uỷ ban Việt Nam (Vietnam Caucus) thuộc Hạ viện Hoa Kỳ cam kết sẽ tập trung vào quan hệ song phương Mỹ-Việt và những vấn đề quan trọng đối với cộng đồng người Mỹ gốc Việt, nhất là việc vi phạm nhân quyền của chính quyền Việt Nam.",VIC
2023-01-27,Gia tăng xuất khẩu lao động và cải thiện thứ hạng về tệ nạn... ‘buôn người’ (p3),Báo cáo TIP 2022 cho thấy cộng đồng quốc tế nói chung và Mỹ nói riêng quan tâm đến vấn nạn buôn người như thế nào và cố gắng giải quyết tệ nạn đó ra sao.,VIC
2023-01-27,Lần đầu tiên học sinh Việt dự giải đấu Robotics lớn nhất thế giới,"20 đội thi của học sinh Việt Nam sẽ tranh tài tại giải đấu Robotics lớn nhất thế giới, diễn ra vào tháng 5/2023 tại Mỹ.",VIC
2023-01-27,Lần đầu tiên học sinh Việt dự giải vô địch Robotics lớn nhất thế giới,"Lần đầu tiên, 20 đội thi của học sinh Việt Nam tranh tài tại giải đấu Robotics lớn nhất thế giới, diễn ra vào tháng 5/2023 tại Mỹ.",VIC
2023-01-27,VN-Index secures 8-session winning streak - VnExpress International,Vietnam’s benchmark VN-Index rose 0.81 percent to 1117.1 points Friday in its eighth straight session gaining.,VIC
2023-01-27,Chính sách đối ngoại của Việt Nam sẽ nghiêng về phía nào?,"Tuần này, trên báo chí Nga và nước ngoài có rất nhiều bài viết nghiêm túc và phóng sự về Việt Nam phản ánh cả các sự kiện lịch sử và cuộc sống thường ngày của người Việt Nam, các tác giả viết về chính sách đối nội, nền kinh tế và ngành du l…",VIC
2023-01-24,Đại sứ Hoa Kỳ gửi thiệp chúc Tết tới trẻ khiếm thị,Đại sứ Hoa Kỳ Marc Knapper và phu nhân mới làm thiệp chữ nổi để gửi tới các trẻ em khiếm thị ở Việt Nam nhân dịp năm mới Quý Mão.,VIC
2023-01-24,"Nhu cầu về các sản phẩm ""Made in Vietnam"" đang chậm lại","VinaCapital cho rằng, tăng trưởng GDP của Việt Nam sẽ giảm xuống còn 6% trong năm 2023 và nhu cầu về các sản phẩm ""Made in Vietnam"" đang chậm lại.",VIC
2023-01-26,Gia tăng xuất khẩu lao động và cải thiện thứ hạng về tệ nạn... ‘buôn người’ (p2),"Ngoài Việt Nam còn có Campuchia, Brunei bị xếp vào “loại ba” – loại thấp nhất hay còn gọi là bị đưa vào “danh sách đen” vì tệ nạn “buôn người”...",VIC
2023-01-26,Xu hướng marketing “neo giữ” ký ức: Khi người tiêu dùng có xu hướng tìm về những giá trị tích cực trong quá khứ,"Trong một thế giới đầy “hỗn loạn”, người tiêu dùng có xu hướng tìm về những cảm giác an toàn và dễ chịu thông qua việc nhớ lại những trải nghiệm hạnh phúc tr...| Advertising Vietnam",VIC
2023-01-26,Sống trong nhà thông minh,"Hà Nội- Thiết bị thông minh cho phép anh Minh điều khiển mọi thứ trong nhà từ bật công tắc điện hay mở cửa, máy lạnh... ngay cả khi gia chủ đi vắng.",VIC
2023-02-01,Đảng Cộng sản Việt Nam tròn 93 tuổi và Tầm nhìn 2045 từ các phía,Một số thách thức cho Đảng Cộng sản Việt Nam được nêu ra nhân dịp đảng này 93 tuổi.,VIC
2023-02-01,Việt Nam treo thưởng 1 triệu đô cho huy chương Vàng Olympic,Mỗi vận động viên Việt Nam giành được huy chương vàng tại Thế vận hội mùa hè ở Paris vào năm sau sẽ được thưởng đến một triệu đô la Mỹ theo một thỏa thuận giữa Ủy ban Olympic Việt Nam và nhà tài trợ vừa được báo chí trong nước loan báo.,VIC
2023-02-01,Ứng dụng Content Marketing vào quá trình ứng tuyển: Bí quyết tăng khả năng nhận việc trong thị trường cạnh tranh,"Trước bối cảnh khó khăn của nền kinh tế và sự cạnh tranh gay gắt của thị trường việc làm, các nhân sự ngành quảng cáo buộc phải có những bước chuẩn bị giúp b...| Advertising Vietnam",VIC
2023-02-03,"Baldwin, Brandon Lee, Fantozzi: quando il cinema diventa un reato","Non solo ""Rust"": la storia del cinema è piena di vicende di omicidi o incidenti colposi e guai giudiziari. Dalla morte di Brandon Lee all'uccisione della tartaruga in ""Cannibal Holocaust""",VIC
2023-02-03,Partial validation of a TaqMan quantitative polymerase chain reaction for the detection of the three genotypes of Infectious spleen and kidney necrosis virus,"Megalocytiviruses (MCVs) are double-stranded DNA viruses known to infect important freshwater and marine fish species in the aquaculture, food, and ornamental fish industries worldwide. Infectious spleen and kidney necrosis virus (ISKNV) is the type species w…",VIC
2023-01-14,Om duimen en vingers bij af te likken: deze 23 culinaire nieuwkomers verdienen in 2023 een plek op uw radar,Begint u het weekend graag met een koffie en zuurdesemcroissant van de nieuwste bakkerij om de hoek? Kijkt u uit naar een lang op voorhand gereserv...,VIC
2023-01-20,2023 – năm của ‘vận mệnh tương quan’?,Việt Nam cũng đề cập đến sự kiện ông Tập Cận Bình và ông Nguyễn Phú Trọng trao đổi Thư chúc Tết nhưng việc lược thuật nội dung Thư chúc Tết của ông Tập Cận Bình có... khác với truyền thông Trung Quốc.,VIC
2023-01-20,Lần đầu tiên Little Saigon có Phố Hoa ngày Tết,"Lần đầu tiên cộng đồng người Việt ở Mỹ dựng phố hoa vào ngày Tết để gìn giữ nét văn hóa truyền thống của người Việt Nam cũng như tạo thêm điểm nhấn vui chơi cho người dân trong dịp Tết Quý Mão, các nhà tổ chức chương trình cho biết.",VIC
2023-01-20,5 xu hướng marketing trong năm 2023: Trải nghiệm người dùng là ưu tiên hàng đầu,Sự thay đổi liên tục trong hành vi người tiêu dùng đòi hỏi các marketer phải liên tục thích nghi và nắm bắt những xu thế của thời đại. Điều này nhằm tạo nên ...| Advertising Vietnam,VIC
2023-01-20,"Đồng yen mất giá kỷ lục, FPT Việt Nam vẫn thắng lớn",Tập đoàn công nghệ Việt Nam FPT vượt sóng gió ở thị trường Nhật Bản khi đồng yen (JPY) mất giá kỷ lục năm 2022.,VIC
2023-01-22,Thiết kế Việt thăng hoa trên trường quốc tế,"Các thiết kế Việt ngày càng được nhiều ngôi sao và khách nước ngoài chọn, cho thấy sự phát triển mạnh mẽ của thời trang trong nước.",VIC
2023-01-17,"‘Hồng phúc’ từ những... ‘chị’... Trang, ‘anh’ Triết,...","Dẫu cha, chú của các “anh”, các “chị” như “anh” Triết, “anh” Nghị, “anh” Anh, “chị” Trang... không thể trả lời câu hỏi làm sao và lúc nào công cuộc xây dựng CNXH ở Việt Nam hoàn tất song họ...",VIC
2023-02-08,Nửa thế kỷ cải tạo làm cạn kiệt tài nguyên một ĐBSCL đang chết dần,"Kế hoạch phát triển nào thì cũng phải tính tới cái giá môi sinh phải trả – environmental costs, đối với sức khỏe của người dân và cả trên nguồn tài nguyên lâu dài của đất nước.",VIC
2023-01-29,Vietnam attends fifth International Conference For World Balance,A Vietnamese delegation led by deputy head of the National Assembly’s Committee for External Affairs Le Anh Tuan attended the fifth International Conference For World Balance in Havana on January 24-28.,VIC
2023-01-12,Asia Direct Cable (ADC) Lands Hong Kong Segment at SUNeVision's Cable Landing Station,"China Telecom Global Limited (CTG), the world-leading provider of integrated telecommunication services, jointly announces with SUNeVision Holdings Ltd...",CTG
2023-01-12,Asia Direct Cable (ADC) Lands Hong Kong Segment at SUNeVision's Cable Landing Station,"China Telecom Global Limited (CTG), the world-leading provider of integrated telecommunication services, jointly announces with SUNeVision Holdings Ltd...",CTG
2023-01-12,Asia Direct Cable (ADC) Lands Hong Kong Segment at ... - PR Newswire,"/PRNewswire/ -- China Telecom Global Limited (CTG), the world-leading provider of integrated telecommunication services, jointly announces with SUNeVision...",CTG
2023-01-12,Asia Direct Cable (ADC) Lands Hong Kong Segment at SUNeVision's Cable Landing Station,"To Enable 1-stop-shop Connectivity across Asia HONG KONG, Jan. 12, 2023 /PRNewswire/ -- China Telecom Global Limited (CTG), the world-leading provider of integrated telecommunication services, jointly announces with SUNeVision Holdings Ltd. (SUNeVision), the …",CTG
2023-01-12,Asia Direct Cable (ADC) Lands Hong Kong Segment at SUNeVision's Cable Landing Station,"To Enable 1-stop-shop Connectivity across Asia HONG KONG, Jan. 12, 2023 /PRNewswire/ -- China Telecom Global Limited (CTG), the world-leading provider of integrated telecommunication services, jointly announces with SUNeVision Holdings Ltd. (SUNeVision), the …",CTG
